pts_avg,fg_pct_avg,ts_pct_avg,off_rating_avg,pace_avg,usg_pct_avg,team_off_rating_avg,team_efg_pct_avg,team_e_pace_avg,team_poss_avg,team_fg_avg,team_pts_avg,opponent_def_rating_avg,opponent_pace_avg,opponent_poss_avg,pts_last5,fg_pct_last5,ts_pct_last5,off_rating_last5,pace_last5,usg_pct_last5,team_off_rating_last5,team_efg_pct_last5,team_e_pace_last5,team_poss_last5,team_fg_last5,team_pts_last5,opponent_def_rating_last5,opponent_pace_last5,opponent_poss_last5,pts
26.125,0.471,0.572125,109.03750000000002,105.08187499999997,0.3095625,111.95625000000001,0.5425,107.28062499999999,106.375,0.47425,118.9375,2500.7704545454544,2205.6852272727274,2220.0,20.8,0.5277999999999999,0.6135999999999999,107.02000000000001,104.016,0.274,113.22,0.5888,105.492,104.2,0.5098,117.6,109.84,101.8,101.8,?????????
